Apartamento en Venta,Valle del Lili ,Usado,$170.000.000,B&M inmobiliaria e inversiones,7183058,4,None,2,2,64 m²,64 m²
Apartamento en Venta,Valle del Lili ,Usado,$265.500.000,Encasa Real Estate,7220497,5,Excelente,3,2,78 m²,78 m²
Apartamento en Venta,Multicentro ,Usado,$509.000.000,Anuncio particular,7108747,6,Excelente,3,3,169 m²,169 m²
TRIBECA,La Selva ,Proyecto,$202.218.000,MARVAL CALI,5992559,4,En construcción,2,2,"56,76 m²","46,82 m²"
Apartamento en Venta,La Hacienda ,Usado,$280.000.000,Inmobiliaria Keeper S.A.S.,7052714,5,None,2,2,60 m²,55 m²
Apartamento en Venta,Ciudad Bochalema ,Usado,$350.000.000,Anuncio particular,7139475,5,Excelente,3,2,95 m²,87 m²
Tierralinda de la Pradera,Zona Sur ,Proyecto,$305.664.064,CONSTRUCTORA MELENDEZ S.A.,6836856,5,Sobre planos,3,2,"75,66 m²","67,75 m²"
Apartamento en Venta,Nueva Tequendama ,Usado,$380.000.000,Asesores Aliados Bienes Raices,7185224,5,Bueno,3,3,108 m²,108 m²
SAONA,Ciudad Jardín ,Proyecto,$518.127.000,MARVAL CALI,4990436,6,En construcción,3,3,"93,92 m²","84,89 m²"
Apartamento en Venta,Pance ,Usado,$660.000.000,VELOZA INMOBILIARIA,7140296,6,Bueno,3,5,135 m²,135 m²
CATANIA,Valle del Lili ,Proyecto,$166.790.000,CONSTRUCTORA BOLIVAR CALI S.A,7121669,4,Sobre planos,1,1,"62,39 m²","56,93 m²"
Apartamento en Venta,Ciudad Bochalema ,Usado,$149.000.000,VELOZA INMOBILIARIA,6988283,4,Bueno,2,2,59 m²,59 m²
Apartamento en Venta,Los Farallones ,Usado,$120.000.000,Somos Brokers Inmobiliarios,7240272,3,Bueno,2,1,59 m²,59 m²
FIORINO,San Fernando ,Proyecto,$444.459.000,MARVAL CALI,5320631,5,En construcción,3,3,"87,11 m²","75,17 m²"
Nova Condominio Plus,Valle del Lili ,Proyecto,$515.937.790,CONSTRUCTORA MELENDEZ S.A.,4944016,5,Sobre planos,3,3,"99,61 m²","91,3 m²"
Apartamento en Venta,Valle del Lili ,Usado,$265.500.000,Encasa Real Estate,7220497,5,Excelente,3,2,78 m²,78 m²
Apartamento en Venta,Ciudad Bochalema ,Usado,$350.000.000,Anuncio particular,7139475,5,Excelente,3,2,95 m²,87 m²
TRIBECA,La Selva ,Proyecto,$202.218.000,MARVAL CALI,5992559,4,En construcción,2,2,"56,76 m²","46,82 m²"
Apartamento en Venta,La Hacienda ,Usado,$280.000.000,Inmobiliaria Keeper S.A.S.,7052714,5,None,2,2,60 m²,55 m²
SAONA,Ciudad Jardín ,Proyecto,$518.127.000,MARVAL CALI,4990436,6,En construcción,3,3,"93,92 m²","84,89 m²"
Apartamento en Venta,Ciudad 2000 ,Usado,$222.000.000,Metro Inmobiliario SAS,7249657,5,Excelente,3,2,70 m²,70 m²
FIORINO,San Fernando ,Proyecto,$444.459.000,MARVAL CALI,5320631,5,En construcción,3,3,"87,11 m²","75,17 m²"
Apartamento en Venta,Valle del Lili ,Usado,$185.000.000,Somos Brokers Inmobiliarios,7240383,4,Bueno,3,2,58 m²,62 m²
Apartamento en Venta,Nápoles ,Usado,$139.000.000,Anuncio particular,7240542,3,None,3,2,60 m²,60 m²
Apartamento en Venta,La Hacienda ,Usado,$385.000.000,VELOZA INMOBILIARIA,7192980,5,Bueno,3,2,87 m²,87 m²
Apartamento en Venta,Valle del Lili ,Usado,$500.000.000,Anuncio particular,7240193,5,None,3,3,102 m²,0 m²
Tierralinda de la Pradera,Zona Sur ,Proyecto,$305.664.064,CONSTRUCTORA MELENDEZ S.A.,6836856,5,Sobre planos,3,2,"75,66 m²","67,75 m²"
Nova Condominio Plus,Valle del Lili ,Proyecto,$515.937.790,CONSTRUCTORA MELENDEZ S.A.,4944016,5,Sobre planos,3,3,"99,61 m²","91,3 m²"
Apartamento en Venta,Pance ,Usado,$790.000.000,Grupo Gestor Inmobiliario,6854406,6,Excelente,3,3,144 m²,0 m²
Apartamento en Venta,La Hacienda ,Usado,$250.000.000,VELOZA INMOBILIARIA,7205846,5,Bueno,2,2,60 m²,60 m²
BELATERRA AREIA,Zona Sur ,Proyecto,$299.766.000,MARVAL CALI,5355815,4,En construcción,3,2,"77,38 m²","68,77 m²"
Apartamento en Venta,Valle del Lili ,Usado,$185.000.000,VELOZA INMOBILIARIA,6799589,4,Bueno,3,2,60 m²,60 m²
Apartamento en Venta,ciudad pacífica ,Usado,$155.000.000,MAKALAN INTERNACIONAL GRUPO INMOBILIARIO SA,7184164,4,None,2,2,59 m²,59 m²
ANTARES PANCE,Pance ,Proyecto,$656.300.000,SOLANILLAS S. A.,3429330,6,Sobre planos,3,4,114 m²,0 m²
Apartamento en Venta,Los Farallones ,Usado,$120.000.000,Somos Brokers Inmobiliarios,7240272,3,Bueno,2,1,59 m²,59 m²
Apartamento en Venta,Panamericano ,Usado,$165.000.000,PRO BROKERS INMOBILIARIA EX,7240612,3,None,3,2,58 m²,58 m²
VIOLETAS DEL CASTILLO,El Castillo ,Proyecto,$344.922.478,CONSTRUCTORA EL CASTILLO S.A.,6724706,5,En construcción,3,2,"108,24 m²","93,36 m²"
Apartamento en Venta,El Refugio ,Usado,$145.000.000,Bienes y Propiedades,7113974,4,Remodelado,3,1,54 m²,0 m²
Apartamento en Venta,Pance ,Usado,$640.000.000,SOFIA PEÑA,5884351,6,Excelente,4,5,259 m²,259 m²
BEST LIVING APARTAESTUDIOS,Ciudad Bochalema ,Proyecto,$175.240.000,NUEVO URBANISMO,7186005,5,Sobre planos,1,1,"33,7 m²","30,67 m²"
Apartamento en Venta,Ciudad Jardín ,Usado,$275.000.000,VELOZA INMOBILIARIA,6916663,6,Bueno,3,2,74 m²,74 m²
LAS PALMAS,Zona Sur ,Proyecto,$156.040.000,CONSTRUCTORA BOLIVAR CALI S.A,6678897,3,Sobre planos,1,1,61 m²,"56,25 m²"
CATANIA,Valle del Lili ,Proyecto,$166.790.000,CONSTRUCTORA BOLIVAR CALI S.A,7121669,4,Sobre planos,1,1,"62,39 m²","56,93 m²"
Apartamento en Venta,Bosques Del Limonar ,Usado,$350.000.000,Propiedades Y Soluciones,7229478,4,Bueno,4,3,102 m²,102 m²
LOS HELECHOS,Valle del Lili ,Proyecto,$132.700.000,CONSTRUCTORA BOLIVAR CALI S.A,6647644,3,Sobre planos,2,1,"46,66 m²","42,32 m²"
CATANIA,Valle del Lili ,Proyecto,$166.790.000,CONSTRUCTORA BOLIVAR CALI S.A,7121669,4,Sobre planos,1,1,"62,39 m²","56,93 m²"
Apartamento en Venta,Ciudad Jardín ,Usado,$750.000.000,VELOZA INMOBILIARIA,7049705,5,Bueno,3,4,180 m²,180 m²
Apartamento en Venta,Pance ,Usado,$780.000.000,VELOZA INMOBILIARIA,7139875,6,Bueno,4,5,153 m²,153 m²
Apartamento en Venta,Valle del Lili ,Usado,$385.000.000,JRC INMOBILIARIA INTERNACIONAL,7183960,5,Excelente,3,3,110 m²,92 m²
Apartamento en Venta,Pance ,Usado,$660.000.000,VELOZA INMOBILIARIA,7140296,6,Bueno,3,5,135 m²,135 m²
Apartamento en Venta,Ciudad Bochalema ,Usado,$149.000.000,VELOZA INMOBILIARIA,6988283,4,Bueno,2,2,59 m²,59 m²
Apartamento en Venta,Ciudad Jardín ,Usado,$1.049.000.000,Inmobiliaria M.Durán,6993841,6,Excelente,4,5,205 m²,205 m²
Apartamento en Venta,Nueva Tequendama ,Usado,$485.000.000,VELOZA INMOBILIARIA,6954954,5,Bueno,2,3,98 m²,98 m²
Apartamento en Venta,Valle del Lili ,Usado,$265.500.000,Encasa Real Estate,7220497,5,Excelente,3,2,78 m²,78 m²
Apartamento en Venta,Multicentro ,Usado,$509.000.000,Anuncio particular,7108747,6,Excelente,3,3,169 m²,169 m²
TRIBECA,La Selva ,Proyecto,$202.218.000,MARVAL CALI,5992559,4,En construcción,2,2,"56,76 m²","46,82 m²"
Apartamento en Venta,La Hacienda ,Usado,$280.000.000,Inmobiliaria Keeper S.A.S.,7052714,5,None,2,2,60 m²,55 m²
Apartamento en Venta,Ciudad Bochalema ,Usado,$350.000.000,Anuncio particular,7139475,5,Excelente,3,2,95 m²,87 m²
Tierralinda de la Pradera,Zona Sur ,Proyecto,$305.664.064,CONSTRUCTORA MELENDEZ S.A.,6836856,5,Sobre planos,3,2,"75,66 m²","67,75 m²"
Apartamento en Venta,Valle del Lili ,Usado,$320.000.000,Anuncio particular,7240081,0,None,3,2,88 m²,0 m²
SAONA,Ciudad Jardín ,Proyecto,$518.127.000,MARVAL CALI,4990436,6,En construcción,3,3,"93,92 m²","84,89 m²"
Apartamento en Venta,Primero de Mayo ,Usado,$200.000.000,Anuncio particular,7239889,4,Excelente,3,2,83 m²,83 m²
Apartamento en Venta,Valle del Lili ,Usado,$265.500.000,Dominium Solutions,7130561,4,Excelente,3,2,78 m²,78 m²
Apartamento en Venta,Quintas de Don Simón ,Usado,$365.000.000,Dora Morales,6665646,5,Bueno,4,3,107 m²,107 m²
Apartamento en Venta,Quintas de Don Simón ,Usado,$370.000.000,ROJAS HOUSE INMOBILIARIA,7216086,5,Bueno,3,2,95 m²,95 m²
FIORINO,San Fernando ,Proyecto,$444.459.000,MARVAL CALI,5320631,5,En construcción,3,3,"87,11 m²","75,17 m²"
Nova Condominio Plus,Valle del Lili ,Proyecto,$515.937.790,CONSTRUCTORA MELENDEZ S.A.,4944016,5,Sobre planos,3,3,"99,61 m²","91,3 m²"
Apartamento en Venta,Nueva Tequendama ,Usado,$245.000.000,ROJAS HOUSE INMOBILIARIA,7062114,5,Bueno,3,3,110 m²,110 m²
Apartamento en Venta,Valle del Lili ,Usado,$170.000.000,Anuncio particular,7238922,4,None,3,2,70 m²,70 m²
ANTARES PANCE,Pance ,Proyecto,$656.300.000,SOLANILLAS S. A.,3429330,6,Sobre planos,3,4,114 m²,0 m²
Apartamento en Venta,TORREMOLINOS ,Usado,$185.000.000,Anuncio particular,7239445,3,None,3,1,59 m²,59 m²
Apartamento en Venta,Capri ,Usado,$300.000.000,Dora Morales,7040726,5,Excelente,3,2,85 m²,0 m²
BELATERRA AREIA,Zona Sur ,Proyecto,$299.766.000,MARVAL CALI,5355815,4,En construcción,3,2,"77,38 m²","68,77 m²"
Apartamento en Venta,El Ingenio ,Usado,$370.000.000,Encasa Real Estate,7159622,6,Excelente,3,3,152 m²,152 m²
Apartamento en Venta,Valle del Lili ,Usado,$175.000.000,Anuncio particular,7239629,3,Excelente,2,2,55 m²,5.147 m²
VIOLETAS DEL CASTILLO,El Castillo ,Proyecto,$344.922.478,CONSTRUCTORA EL CASTILLO S.A.,6724706,5,En construcción,3,2,"108,24 m²","93,36 m²"
Apartamento en Venta,Pance ,Usado,$680.000.000,In House Bienes Raices,7235252,6,Bueno,4,4,137 m²,137 m²
Apartamento en Venta,Caney ,Usado,$215.000.000,Juan Vende Juan Alquila,7245734,4,Bueno,2,2,63 m²,57 m²
BEST LIVING APARTAESTUDIOS,Ciudad Bochalema ,Proyecto,$175.240.000,NUEVO URBANISMO,7186005,5,Sobre planos,1,1,"33,7 m²","30,67 m²"
Apartamento en Venta,El Ingenio ,Usado,$401.000.000,Dominium Solutions,7116223,6,Excelente,3,2,114 m²,114 m²
Apartamento en Venta,Nápoles ,Usado,$141.000.000,Dominium Solutions,7178816,3,Excelente,3,2,67 m²,67 m²
Nova Condominio Club,Valle del Lili ,Proyecto,$398.512.537,CONSTRUCTORA MELENDEZ S.A.,4292262,5,En construcción,3,2,"80,04 m²","70,69 m²"
Apartamento en Venta,El Lido ,Usado,$250.000.000,Legado Inmobiliario,7221907,4,None,3,2,105 m²,105 m²
Apartamento en Venta,Mayapan Las Vegas ,Usado,$340.000.000,ROJAS HOUSE INMOBILIARIA,7219607,5,Bueno,3,3,100 m²,100 m²
Tierralinda de la Planicie,Ciudad Pacífica ,Proyecto,$172.140.000,CONSTRUCTORA MELENDEZ S.A.,7217724,4,Sobre planos,2,1,"61,5 m²","55,53 m²"
Apartamento en Venta,Capri ,Usado,$245.000.000,Legado Inmobiliario,7221914,3,None,3,3,82 m²,82 m²
Apartamento en Venta,El Caney ,Usado,$165.000.000,Somos Brokers Inmobiliarios,7246279,4,Bueno,3,2,60 m²,60 m²
Apartamento en Venta,Ciudad Jardín ,Usado,$670.000.000,VELOZA INMOBILIARIA,6435590,6,Bueno,3,4,180 m²,180 m²
Apartamento en Venta,Ciudad 2000 ,Usado,$160.000.000,Bienes y Propiedades,7038472,4,Bueno,3,2,"65,69 m²",61 m²
Apartamento en Venta,Bochalema establo ,Usado,$270.000.000,Dominium Solutions,7139602,5,Excelente,2,2,74 m²,74 m²
Nova Condominio Plus,Valle del Lili ,Proyecto,$515.937.790,CONSTRUCTORA MELENDEZ S.A.,4944016,5,Sobre planos,3,3,"99,61 m²","91,3 m²"
Apartamento en Venta,Nueva Tequendama ,Usado,$380.000.000,Asesores Aliados Bienes Raices,7185224,5,Bueno,3,3,108 m²,108 m²
Apartamento en Venta,La Hacienda ,Usado,$280.000.000,ROJAS HOUSE INMOBILIARIA,6653757,5,Bueno,2,2,68 m²,68 m²
Apartamento en Venta,Valle del Lili ,Usado,$265.500.000,Encasa Real Estate,7220497,5,Excelente,3,2,78 m²,78 m²
Apartamento en Venta,Multicentro ,Usado,$509.000.000,Anuncio particular,7108747,6,Excelente,3,3,169 m²,169 m²
TRIBECA,La Selva ,Proyecto,$202.218.000,MARVAL CALI,5992559,4,En construcción,2,2,"56,76 m²","46,82 m²"
Apartamento en Venta,La Hacienda ,Usado,$280.000.000,Inmobiliaria Keeper S.A.S.,7052714,5,None,2,2,60 m²,55 m²
Apartamento en Venta,Ciudad Bochalema ,Usado,$350.000.000,Anuncio particular,7139475,5,Excelente,3,2,95 m²,87 m²
Tierralinda de la Pradera,Zona Sur ,Proyecto,$305.664.064,CONSTRUCTORA MELENDEZ S.A.,6836856,5,Sobre planos,3,2,"75,66 m²","67,75 m²"
Apartamento en Venta,La Hacienda ,Usado,$226.000.000,Dominium Solutions,7221365,4,Excelente,3,2,60 m²,60 m²
SAONA,Ciudad Jardín ,Proyecto,$518.127.000,MARVAL CALI,4990436,6,En construcción,3,3,"93,92 m²","84,89 m²"
Apartamento en Venta,Pance ,Usado,$700.000.000,Bolsa De Propiedades,7120972,6,None,4,5,226 m²,0 m²
Apartamento en Venta,Ciudad Jardín ,Usado,$630.000.000,Inmobiliaria y Servicios Integrales Cielo Azul,5290738,6,Excelente,4,4,171 m²,0 m²
Apartamento en Venta,Ciudad Jardín ,Usado,$229.900.000,Century 21 Racines,7234055,5,Bueno,1,2,35 m²,37 m²
Apartamento en Venta,CIUDAD PACIFICA ,Usado,$280.000.000,Bolsa De Propiedades,6386823,5,None,2,2,80 m²,80 m²
FIORINO,San Fernando ,Proyecto,$444.459.000,MARVAL CALI,5320631,5,En construcción,3,3,"87,11 m²","75,17 m²"
Nova Condominio Plus,Valle del Lili ,Proyecto,$515.937.790,CONSTRUCTORA MELENDEZ S.A.,4944016,5,Sobre planos,3,3,"99,61 m²","91,3 m²"
Apartamento en Venta,Pance ,Usado,$450.000.000,Anuncio particular,7237249,6,Excelente,2,2,72 m²,72 m²
Apartamento en Venta,Valle del Lili ,Usado,$145.000.000,B&M inmobiliaria e inversiones,6556318,6,None,3,2,50 m²,50 m²
ANTARES PANCE,Pance ,Proyecto,$656.300.000,SOLANILLAS S. A.,3429330,6,Sobre planos,3,4,114 m²,0 m²
Apartamento en Venta,Camino Real ,Usado,$300.000.000,Bolsa De Propiedades,6435965,4,None,3,3,120 m²,115 m²
Apartamento en Venta,La Selva ,Usado,$210.000.000,Unisa Inmobiliaria,6094587,4,None,3,2,72 m²,72 m²
BELATERRA AREIA,Zona Sur ,Proyecto,$299.766.000,MARVAL CALI,5355815,4,En construcción,3,2,"77,38 m²","68,77 m²"
Apartamento en Venta,Valle del Lili ,Usado,$182.000.000,La Casa De Mis Sueños,6725537,4,Bueno,2,2,60 m²,0 m²
Apartamento en Venta,Tequendama ,Usado,$480.000.000,GCA GROUP LTDA,7189018,5,Excelente,3,3,109 m²,0 m²
VIOLETAS DEL CASTILLO,El Castillo ,Proyecto,$344.922.478,CONSTRUCTORA EL CASTILLO S.A.,6724706,5,En construcción,3,2,"108,24 m²","93,36 m²"
Apartamento en Venta,ciudad pacífica ,Usado,$270.000.000,Bolsa De Propiedades,7237037,5,None,3,2,70 m²,78 m²
Apartamento en Venta,Valle del Lili ,Usado,$175.000.000,GLORIA VASQUEZ BIENES RAICES,7241430,4,Bueno,3,2,60 m²,60 m²
BEST LIVING APARTAESTUDIOS,Ciudad Bochalema ,Proyecto,$175.240.000,NUEVO URBANISMO,7186005,5,Sobre planos,1,1,"33,7 m²","30,67 m²"
Apartamento en Venta,Seminario ,Usado,$380.000.000,INCASA inmobiliaria NC Group,7243253,5,None,3,3,93 m²,93 m²
Apartamento en Venta,Pance ,Usado,$645.000.000,B&M inmobiliaria e inversiones,6637370,6,None,4,5,126 m²,126 m²
Nova Condominio Club,Valle del Lili ,Proyecto,$398.512.537,CONSTRUCTORA MELENDEZ S.A.,4292262,5,En construcción,3,2,"80,04 m²","70,69 m²"
Apartamento en Venta,Valle del Lili ,Usado,$185.000.000,MDO Soluciones,7142132,4,Excelente,3,2,60 m²,60 m²
Apartamento en Venta,Pance ,Usado,$720.000.000,Somos Brokers Inmobiliarios,7144857,6,Bueno,3,4,161 m²,161 m²
Tierralinda de la Planicie,Ciudad Pacífica ,Proyecto,$172.140.000,CONSTRUCTORA MELENDEZ S.A.,7217724,4,Sobre planos,2,1,"61,5 m²","55,53 m²"
Apartamento en Venta,Pance ,Usado,$640.000.000,Inmobiliaria y Servicios Integrales Cielo Azul,5329927,6,Excelente,4,4,198 m²,0 m²
Apartamento en Venta,Pance ,Usado,$1.200.000.000,Casas y Mas Cali,6792740,6,Bueno,3,4,276 m²,276 m²
Apartamento en Venta,Ciudad Jardín ,Usado,$349.900.000,Encasa Real Estate,6548839,5,Excelente,3,3,"85,5 m²",0 m²
Apartamento en Venta,El Refugio ,Usado,$370.000.000,JED Asesorar Inmobiliario,7239924,4,Excelente,3,2,84 m²,0 m²
Apartamento en Venta,Capri ,Usado,$495.000.000,Ospina Perez & Asociados,7244248,5,Excelente,6,3,200 m²,0 m²
Apartamento en Venta,Valle del Lili ,Usado,$320.000.000,TYC SERVICIOS INMOBILIARIOS,7087541,5,Excelente,3,2,"83,58 m²",77 m²
Apartamento en Venta,Valle del Lili ,Usado,$198.000.000,Su Bien Inmobiliario,7237184,4,Bueno,3,2,60 m²,60 m²
Apartamento en Venta,Pance ,Usado,$680.000.000,Grupo Metric,7238727,6,None,4,4,114 m²,0 m²
Apartamento en Venta,Valle del Lili ,Usado,$265.500.000,Encasa Real Estate,7220497,5,Excelente,3,2,78 m²,78 m²
Apartamento en Venta,Multicentro ,Usado,$509.000.000,Anuncio particular,7108747,6,Excelente,3,3,169 m²,169 m²
TRIBECA,La Selva ,Proyecto,$202.218.000,MARVAL CALI,5992559,4,En construcción,2,2,"56,76 m²","46,82 m²"
Apartamento en Venta,La Hacienda ,Usado,$280.000.000,Inmobiliaria Keeper S.A.S.,7052714,5,None,2,2,60 m²,55 m²
Apartamento en Venta,Ciudad Bochalema ,Usado,$350.000.000,Anuncio particular,7139475,5,Excelente,3,2,95 m²,87 m²
Tierralinda de la Pradera,Zona Sur ,Proyecto,$305.664.064,CONSTRUCTORA MELENDEZ S.A.,6836856,5,Sobre planos,3,2,"75,66 m²","67,75 m²"
Apartamento en Venta,El Refugio ,Usado,$350.000.000,Bienco S.A,7236039,5,Bueno,3,2,90 m²,90 m²
SAONA,Ciudad Jardín ,Proyecto,$518.127.000,MARVAL CALI,4990436,6,En construcción,3,3,"93,92 m²","84,89 m²"
LIVING APARTAESTUDIOS,Pance ,Proyecto,$428.000.000,CONSTRUCTORA HABITEK S.A.S,4596873,6,Sobre planos,1,2,54 m²,43 m²
Apartamento en Venta,Ciudad Bochalema ,Usado,$200.000.000,JUAN CARLOS VALENCIA,7162009,4,Excelente,3,2,60 m²,55 m²
Apartamento en Venta,Valle del Lili ,Usado,$220.000.000,Legado Inmobiliario,7221912,4,None,3,2,62 m²,62 m²
LIVING APARTAESTUDIOS,Pance ,Proyecto,$370.196.000,CONSTRUCTORA HABITEK S.A.S,4596873,6,Sobre planos,1,2,54 m²,43 m²
FIORINO,San Fernando ,Proyecto,$444.459.000,MARVAL CALI,5320631,5,En construcción,3,3,"87,11 m²","75,17 m²"
Nova Condominio Plus,Valle del Lili ,Proyecto,$515.937.790,CONSTRUCTORA MELENDEZ S.A.,4944016,5,Sobre planos,3,3,"99,61 m²","91,3 m²"
Apartamento en Venta,Ciudad Bochalema ,Usado,$159.000.000,Juan Vende Juan Alquila,7114859,4,Bueno,2,2,60 m²,60 m²
Apartamento en Venta,Pance ,Usado,$850.000.000,Inmobiliaria y Servicios Integrales Cielo Azul,4027736,6,Excelente,4,4,192 m²,0 m²
ANTARES PANCE,Pance ,Proyecto,$656.300.000,SOLANILLAS S. A.,3429330,6,Sobre planos,3,4,114 m²,0 m²
Apartamento en Venta,Ciudad Jardín ,Usado,$730.000.000,NARANJO CHICUE INMOBILIARIA Y CONSTRUCTORA SAS,7127128,6,None,3,3,118 m²,110 m²
Apartamento en Venta,Los Cambulos ,Usado,$320.000.000,JUAN CARLOS VALENCIA,7199863,4,Excelente,3,3,90 m²,90 m²
BELATERRA AREIA,Zona Sur ,Proyecto,$299.766.000,MARVAL CALI,5355815,4,En construcción,3,2,"77,38 m²","68,77 m²"
Apartamento en Venta,Prados del Limonar ,Usado,$275.000.000,JUAN CARLOS VALENCIA,7193974,4,Excelente,3,3,105 m²,105 m²
Apartamento en Venta,Alférez Real ,Usado,$270.000.000,PRO BROKERS INMOBILIARIA EX,6653424,3,None,3,2,65 m²,65 m²
VIOLETAS DEL CASTILLO,El Castillo ,Proyecto,$344.922.478,CONSTRUCTORA EL CASTILLO S.A.,6724706,5,En construcción,3,2,"108,24 m²","93,36 m²"
Apartamento en Venta,Pance ,Usado,$514.000.000,Encasa Real Estate,6549166,5,Excelente,4,3,126 m²,0 m²
Apartamento en Venta,Valle del Lili ,Usado,$330.000.000,Armekasa Inmobiliaria,6394549,5,Excelente,3,2,90 m²,90 m²
BEST LIVING APARTAESTUDIOS,Ciudad Bochalema ,Proyecto,$175.240.000,NUEVO URBANISMO,7186005,5,Sobre planos,1,1,"33,7 m²","30,67 m²"
Apartamento en Venta,Valle del Lili ,Usado,$167.000.000,Unisa Inmobiliaria,7238438,4,None,2,2,59 m²,59 m²
Apartamento en Venta,Valle del Lili ,Usado,$230.000.000,Linderos Inmobiliaria SAS,7156688,5,Excelente,3,2,65 m²,59 m²
Nova Condominio Club,Valle del Lili ,Proyecto,$398.512.537,CONSTRUCTORA MELENDEZ S.A.,4292262,5,En construcción,3,2,"80,04 m²","70,69 m²"
LIVING APARTAESTUDIOS,Pance ,Proyecto,$517.732.000,CONSTRUCTORA HABITEK S.A.S,4596873,6,Sobre planos,1,2,54 m²,43 m²
Apartamento en Venta,Las Granjas ,Usado,$135.000.000,Holguin y Holguin S.A.S,7235537,3,Bueno,3,2,60 m²,60 m²
Tierralinda de la Planicie,Ciudad Pacífica ,Proyecto,$172.140.000,CONSTRUCTORA MELENDEZ S.A.,7217724,4,Sobre planos,2,1,"61,5 m²","55,53 m²"
LIVING APARTAESTUDIOS,Pance ,Proyecto,$375.128.000,CONSTRUCTORA HABITEK S.A.S,4596873,6,Sobre planos,1,2,54 m²,43 m²
Apartamento en Venta,Ciudad Jardín ,Usado,$370.000.000,Anuncio particular,7234974,5,Excelente,3,2,110 m²,0 m²
Apartamento en Venta,Ciudad Pacífica ,Usado,$190.000.000,Anuncio particular,7235939,4,Excelente,3,2,60 m²,56 m²
Apartamento en Venta,Valle del Lili ,Usado,$185.000.000,Armekasa Inmobiliaria,6394504,4,Excelente,2,2,60 m²,60 m²
Apartamento en Venta,Valle del Lili ,Usado,$185.000.000,Armekasa Inmobiliaria,6632712,4,Excelente,2,2,60 m²,60 m²
Apartamento en Venta,Ciudad Pacífica ,Usado,$180.000.000,Anuncio particular,7236074,4,Excelente,2,2,58 m²,0 m²
Apartamento en Venta,La Hacienda ,Usado,$400.000.000,L2L Bienes Raíces SAS,7109771,5,Bueno,3,3,99 m²,90 m²
Apartamento en Venta,Ciudad Jardín ,Usado,$349.900.000,Encasa Real Estate,6548839,5,Excelente,3,3,"85,5 m²",0 m²
Apartamento en Venta,Valle del Lili ,Usado,$265.500.000,Encasa Real Estate,7220497,5,Excelente,3,2,78 m²,78 m²
Apartamento en Venta,Multicentro ,Usado,$509.000.000,Anuncio particular,7108747,6,Excelente,3,3,169 m²,169 m²
TRIBECA,La Selva ,Proyecto,$202.218.000,MARVAL CALI,5992559,4,En construcción,2,2,"56,76 m²","46,82 m²"
Apartamento en Venta,La Hacienda ,Usado,$280.000.000,Inmobiliaria Keeper S.A.S.,7052714,5,None,2,2,60 m²,55 m²
Apartamento en Venta,Ciudad Bochalema ,Usado,$350.000.000,Anuncio particular,7139475,5,Excelente,3,2,95 m²,87 m²
Tierralinda de la Pradera,Zona Sur ,Proyecto,$305.664.064,CONSTRUCTORA MELENDEZ S.A.,6836856,5,Sobre planos,3,2,"75,66 m²","67,75 m²"
Apartamento en Venta,Mayapan Las Vegas ,Usado,$360.000.000,Anuncio particular,7234662,5,Excelente,3,3,90 m²,90 m²
SAONA,Ciudad Jardín ,Proyecto,$518.127.000,MARVAL CALI,4990436,6,En construcción,3,3,"93,92 m²","84,89 m²"
Apartamento en Venta,Pance ,Usado,$850.000.000,108BROKER SAS,7132053,6,Excelente,4,6,"166,1 m²",158 m²
Apartamento en Venta,Ciudad Jardín ,Usado,$680.000.000,Inmobiliaria y Servicios Integrales Cielo Azul,6130690,6,Excelente,4,3,138 m²,0 m²
Apartamento en Venta,Ciudad Jardín ,Usado,$600.000.000,Inmobiliaria y Servicios Integrales Cielo Azul,6861568,6,Excelente,4,4,138 m²,0 m²
Apartamento en Venta,Valle del Lili ,Usado,$200.000.000,108BROKER SAS,7167862,4,Excelente,2,2,61 m²,59 m²
FIORINO,San Fernando ,Proyecto,$444.459.000,MARVAL CALI,5320631,5,En construcción,3,3,"87,11 m²","75,17 m²"
Nova Condominio Plus,Valle del Lili ,Proyecto,$515.937.790,CONSTRUCTORA MELENDEZ S.A.,4944016,5,Sobre planos,3,3,"99,61 m²","91,3 m²"
Apartamento en Venta,Los Cambulos ,Usado,$320.000.000,JUAN CARLOS VALENCIA,7199863,4,Excelente,3,3,90 m²,90 m²
Apartamento en Venta,Pance ,Usado,$850.000.000,Inmobiliaria y Servicios Integrales Cielo Azul,4027736,6,Excelente,4,4,192 m²,0 m²
ANTARES PANCE,Pance ,Proyecto,$656.300.000,SOLANILLAS S. A.,3429330,6,Sobre planos,3,4,114 m²,0 m²
Apartamento en Venta,Ciudad Bochalema ,Usado,$270.000.000,Ospina Perez & Asociados,7244005,4,Excelente,3,2,73 m²,0 m²
Apartamento en Venta,Valle del Lili ,Usado,$270.000.000,108BROKER SAS,7086024,5,Excelente,2,2,72 m²,68 m²
BELATERRA AREIA,Zona Sur ,Proyecto,$299.766.000,MARVAL CALI,5355815,4,En construcción,3,2,"77,38 m²","68,77 m²"
Apartamento en Venta,Pance ,Usado,$700.000.000,Inmobiliaria y Servicios Integrales Cielo Azul,6909373,6,Excelente,4,4,137 m²,0 m²
Apartamento en Venta,Pance ,Usado,$980.000.000,Inmobiliaria y Servicios Integrales Cielo Azul,4588767,6,Excelente,4,5,180 m²,0 m²
